t_s,V_signal_V,I_out_A,x_state
0.288057,0.732906,1.542960e-04,1.000000
0.288107,0.729982,1.536805e-04,1.000000
0.288157,0.727056,1.530645e-04,1.000000
0.288207,0.724129,1.524482e-04,1.000000
0.288257,0.721199,1.518314e-04,1.000000
0.288307,0.718268,1.512143e-04,1.000000
0.288357,0.715335,1.505969e-04,1.000000
0.288407,0.712400,1.499790e-04,1.000000
0.288457,0.709464,1.493608e-04,1.000000
0.288507,0.706526,1.487423e-04,1.000000
0.288557,0.703586,1.481233e-04,1.000000
0.288607,0.700644,1.475040e-04,1.000000
0.288657,0.697701,1.468843e-04,1.000000
0.288707,0.694755,1.462643e-04,1.000000
0.288757,0.691809,1.456439e-04,1.000000
0.288807,0.688860,1.450232e-04,1.000000
0.288857,0.685910,1.444020e-04,1.000000
0.288907,0.682958,1.437806e-04,1.000000
0.288957,0.680004,1.431587e-04,1.000000
0.289007,0.677049,1.425366e-04,1.000000
0.289057,0.674092,1.419140e-04,1.000000
0.289107,0.671133,1.412912e-04,1.000000
0.289157,0.668173,1.406679e-04,1.000000
0.289207,0.665211,1.400444e-04,1.000000
0.289257,0.662247,1.394204e-04,1.000000
0.289307,0.659282,1.387962e-04,1.000000
0.289357,0.656315,1.381716e-04,1.000000
0.289407,0.653346,1.375466e-04,1.000000
0.289457,0.650376,1.369213e-04,1.000000
0.289507,0.647405,1.362957e-04,1.000000
0.289557,0.644431,1.356697e-04,1.000000
0.289607,0.641456,1.350434e-04,1.000000
0.289657,0.638480,1.344168e-04,1.000000
0.289707,0.635502,1.337899e-04,1.000000
0.289757,0.632522,1.331626e-04,1.000000
0.289807,0.629541,1.325349e-04,1.000000
0.289857,0.626558,1.319070e-04,1.000000
0.289907,0.623574,1.312787e-04,1.000000
0.289957,0.620588,1.306501e-04,1.000000
0.290007,0.617601,1.300212e-04,1.000000
0.290057,0.614612,1.293920e-04,1.000000
0.290107,0.611621,1.287624e-04,1.000000
0.290157,0.608630,1.281325e-04,1.000000
0.290207,0.605636,1.275023e-04,1.000000
0.290257,0.602641,1.268718e-04,1.000000
0.290307,0.599645,1.262410e-04,1.000000
0.290357,0.596647,1.256099e-04,1.000000
0.290407,0.593648,1.249784e-04,1.000000
0.290457,0.590647,1.243467e-04,1.000000
0.290507,0.587644,1.237146e-04,1.000000
0.290557,0.584641,1.230823e-04,1.000000
0.290607,0.581636,1.224496e-04,1.000000
0.290657,0.578629,1.218166e-04,1.000000
0.290707,0.575621,1.211834e-04,1.000000
0.290757,0.572612,1.205498e-04,1.000000
0.290807,0.569601,1.199159e-04,1.000000
0.290857,0.566588,1.192818e-04,1.000000
0.290907,0.563575,1.186473e-04,1.000000
0.290957,0.560560,1.180126e-04,1.000000
0.291007,0.557543,1.173775e-04,1.000000
0.291057,0.554525,1.167422e-04,1.000000
0.291107,0.551506,1.161066e-04,1.000000
0.291157,0.548486,1.154707e-04,1.000000
0.291207,0.545464,1.148345e-04,1.000000
0.291257,0.542441,1.141980e-04,1.000000
0.291307,0.539416,1.135613e-04,1.000000
0.291357,0.536390,1.129242e-04,1.000000
0.291407,0.533363,1.122869e-04,1.000000
0.291457,0.530334,1.116493e-04,1.000000
0.291507,0.527304,1.110115e-04,1.000000
0.291557,0.524273,1.103733e-04,1.000000
0.291607,0.521241,1.097349e-04,1.000000
0.291657,0.518207,1.090962e-04,1.000000
0.291707,0.515172,1.084573e-04,1.000000
0.291757,0.512136,1.078181e-04,1.000000
0.291807,0.509098,1.071786e-04,1.000000
0.291857,0.506059,1.065388e-04,1.000000
0.291907,0.503019,1.058988e-04,1.000000
0.291957,0.499978,1.052585e-04,1.000000
0.292007,0.496935,1.046180e-04,1.000000
0.292057,0.493892,1.039772e-04,1.000000
0.292107,0.490847,1.033362e-04,1.000000
0.292157,0.487801,1.026949e-04,1.000000
0.292207,0.484753,1.020533e-04,1.000000
0.292257,0.481705,1.014115e-04,1.000000
0.292307,0.478655,1.007694e-04,1.000000
0.292357,0.475604,1.001271e-04,1.000000
0.292407,0.472552,9.948457e-05,1.000000
0.292457,0.469498,9.884177e-05,1.000000
0.292507,0.466444,9.819872e-05,1.000000
0.292557,0.463388,9.755544e-05,1.000000
0.292607,0.460332,9.691191e-05,1.000000
0.292657,0.457274,9.626815e-05,1.000000
0.292707,0.454215,9.562414e-05,1.000000
0.292757,0.451155,9.497990e-05,1.000000
0.292807,0.448093,9.433543e-05,1.000000
0.292857,0.445031,9.369072e-05,1.000000
0.292907,0.441967,9.304578e-05,1.000000
0.292957,0.438903,9.240062e-05,1.000000
0.293007,0.435837,9.175522e-05,1.000000
0.293057,0.432771,9.110960e-05,1.000000
0.293107,0.429703,9.046375e-05,1.000000
0.293157,0.426634,8.981768e-05,1.000000
0.293207,0.423564,8.917139e-05,1.000000
0.293257,0.420493,8.852488e-05,1.000000
0.293307,0.417421,8.787815e-05,1.000000
0.293357,0.414348,8.723120e-05,1.000000
0.293407,0.411274,8.658404e-05,1.000000
0.293457,0.408199,8.593667e-05,1.000000
0.293507,0.405123,8.528908e-05,1.000000
0.293557,0.402046,8.464128e-05,1.000000
0.293607,0.398968,8.399327e-05,1.000000
0.293657,0.395889,8.334506e-05,1.000000
0.293707,0.392809,8.269664e-05,1.000000
0.293757,0.389728,8.204801e-05,1.000000
0.293807,0.386646,8.139919e-05,1.000000
0.293857,0.383563,8.075016e-05,1.000000
0.293907,0.380479,8.010093e-05,1.000000
0.293957,0.377395,7.945151e-05,1.000000
0.294007,0.374309,7.880189e-05,1.000000
0.294057,0.371222,7.815207e-05,1.000000
0.294107,0.368135,7.750207e-05,1.000000
0.294157,0.365046,7.685187e-05,1.000000
0.294207,0.361957,7.620148e-05,1.000000
0.294257,0.358867,7.555090e-05,1.000000
0.294307,0.355776,7.490014e-05,1.000000
0.294357,0.352684,7.424919e-05,1.000000
0.294407,0.349591,7.359806e-05,1.000000
0.294457,0.346497,7.294675e-05,1.000000
0.294507,0.343402,7.229526e-05,1.000000
0.294557,0.340307,7.164359e-05,1.000000
0.294607,0.337211,7.099174e-05,1.000000
0.294657,0.334114,7.033972e-05,1.000000
0.294707,0.331016,6.968752e-05,1.000000
0.294757,0.327917,6.903515e-05,1.000000
0.294807,0.324817,6.838261e-05,1.000000
0.294857,0.321717,6.772990e-05,1.000000
0.294907,0.318616,6.707703e-05,1.000000
0.294957,0.315514,6.642399e-05,1.000000
0.295007,0.312411,6.577079e-05,1.000000
0.295057,0.309308,6.511742e-05,1.000000
0.295107,0.306203,6.446389e-05,1.000000
0.295157,0.303098,6.381021e-05,1.000000
0.295207,0.299993,6.315636e-05,1.000000
0.295257,0.296886,6.250236e-05,1.000000
0.295307,0.293779,6.184821e-05,1.000000
0.295357,0.290671,6.119390e-05,1.000000
0.295407,0.287562,6.053945e-05,1.000000
0.295457,0.284453,5.988484e-05,1.000000
0.295507,0.281343,5.923009e-05,1.000000
0.295557,0.278232,5.857518e-05,1.000000
0.295607,0.275121,5.792014e-05,1.000000
0.295657,0.272009,5.726495e-05,1.000000
0.295707,0.268896,5.660962e-05,1.000000
0.295757,0.265782,5.595415e-05,1.000000
0.295807,0.262668,5.529855e-05,1.000000
0.295857,0.259553,5.464280e-05,1.000000
0.295907,0.256438,5.398692e-05,1.000000
0.295957,0.253322,5.333091e-05,1.000000
0.296007,0.250205,5.267477e-05,1.000000
0.296057,0.247088,5.201850e-05,1.000000
0.296107,0.243970,5.136210e-05,1.000000
0.296157,0.240851,5.070557e-05,1.000000
0.296207,0.237732,5.004891e-05,1.000000
0.296257,0.234613,4.939214e-05,1.000000
0.296307,0.231492,4.873524e-05,1.000000
0.296357,0.228372,4.807822e-05,1.000000
0.296407,0.225250,4.742108e-05,1.000000
0.296457,0.222128,4.676383e-05,1.000000
0.296507,0.219006,4.610646e-05,1.000000
0.296557,0.215883,4.544897e-05,1.000000
0.296607,0.212759,4.479138e-05,1.000000
0.296657,0.209635,4.413367e-05,1.000000
0.296707,0.206510,4.347586e-05,1.000000
0.296757,0.203385,4.281793e-05,1.000000
0.296807,0.200260,4.215991e-05,1.000000
0.296857,0.197133,4.150177e-05,1.000000
0.296907,0.194007,4.084354e-05,1.000000
0.296957,0.190880,4.018520e-05,1.000000
0.297007,0.187752,3.952677e-05,1.000000
0.297057,0.184624,3.886824e-05,1.000000
0.297107,0.181496,3.820961e-05,1.000000
0.297157,0.178367,3.755089e-05,1.000000
0.297207,0.175237,3.689207e-05,1.000000
0.297257,0.172108,3.623317e-05,1.000000
0.297307,0.168977,3.557417e-05,1.000000
0.297357,0.165847,3.491509e-05,1.000000
0.297407,0.162716,3.425592e-05,1.000000
0.297457,0.159584,3.359666e-05,1.000000
0.297507,0.156452,3.293733e-05,1.000000
0.297557,0.153320,3.227791e-05,1.000000
0.297607,0.150187,3.161841e-05,1.000000
0.297657,0.147054,3.095884e-05,1.000000
0.297707,0.143921,3.029918e-05,1.000000
0.297757,0.140787,2.963946e-05,1.000000
0.297807,0.137653,2.897966e-05,1.000000
0.297857,0.134519,2.831979e-05,1.000000
0.297907,0.131384,2.765984e-05,1.000000
0.297957,0.128249,2.699983e-05,1.000000
0.298007,0.125114,2.633976e-05,1.000000
0.298057,0.121978,2.567962e-05,1.000000
0.298107,0.118842,2.501941e-05,1.000000
0.298157,0.115706,2.435915e-05,1.000000
0.298207,0.112569,2.369882e-05,1.000000
0.298257,0.109433,2.303843e-05,1.000000
0.298307,0.106295,2.237799e-05,1.000000
0.298357,0.103158,2.171750e-05,1.000000
0.298407,0.100020,2.105694e-05,1.000000
0.298457,0.096883,2.039634e-05,1.000000
0.298507,0.093745,1.973569e-05,1.000000
0.298557,0.090606,1.907499e-05,1.000000
0.298607,0.087468,1.841424e-05,1.000000
0.298657,0.084329,1.775345e-05,1.000000
0.298707,0.081190,1.709261e-05,1.000000
0.298757,0.078051,1.643173e-05,1.000000
0.298807,0.074911,1.577081e-05,1.000000
0.298857,0.071772,1.510985e-05,1.000000
0.298907,0.068632,1.444885e-05,1.000000
0.298957,0.065492,1.378782e-05,1.000000
0.299007,0.062352,1.312675e-05,1.000000
0.299057,0.059212,1.246565e-05,1.000000
0.299107,0.056071,1.180452e-05,1.000000
0.299157,0.052931,1.114336e-05,1.000000
0.299207,0.049790,1.048218e-05,1.000000
0.299257,0.046650,9.820966e-06,1.000000
0.299307,0.043509,9.159729e-06,1.000000
0.299357,0.040368,8.498470e-06,1.000000
0.299407,0.037227,7.837190e-06,1.000000
0.299457,0.034085,7.175891e-06,1.000000
0.299507,0.030944,6.514574e-06,1.000000
0.299557,0.027803,5.853241e-06,1.000000
0.299607,0.024661,5.191893e-06,1.000000
0.299657,0.021520,4.530533e-06,1.000000
0.299707,0.018379,3.869162e-06,1.000000
0.299757,0.015237,3.207781e-06,1.000000
0.299807,0.012095,2.546392e-06,1.000000
0.299857,0.008954,1.884996e-06,1.000000
0.299907,0.005812,1.223597e-06,1.000000
0.299957,0.002670,5.621936e-07,1.000000
0.300008,-0.000471,-2.692861e-07,1.000000
0.300058,-0.003613,-2.064526e-06,1.000000
0.300108,-0.006755,-3.859760e-06,1.000000
0.300158,-0.009896,-5.654985e-06,1.000000
0.300208,-0.013038,-7.450196e-06,1.000000
0.300258,-0.016179,-9.245389e-06,1.000000
0.300308,-0.019321,-1.104056e-05,1.000000
0.300358,-0.022462,-1.283570e-05,1.000000
0.300408,-0.025604,-1.463081e-05,1.000000
0.300458,-0.028745,-1.642589e-05,1.000000
0.300508,-0.031887,-1.822092e-05,1.000000
0.300558,-0.035028,-2.001591e-05,1.000000
0.300608,-0.038169,-2.181085e-05,1.000000
0.300658,-0.041310,-2.360574e-05,1.000000
0.300708,-0.044451,-2.540056e-05,1.000000
0.300758,-0.047592,-2.719533e-05,1.000000
0.300808,-0.050733,-2.899003e-05,1.000000
0.300858,-0.053873,-3.078465e-05,1.000000
0.300908,-0.057014,-3.257920e-05,1.000000
0.300958,-0.060154,-3.437367e-05,1.000000
0.301008,-0.063294,-3.616806e-05,1.000000
0.301058,-0.066434,-3.796236e-05,1.000000
0.301108,-0.069574,-3.975656e-05,1.000000
0.301158,-0.072714,-4.155066e-05,1.000000
0.301208,-0.075853,-4.334466e-05,1.000000
0.301258,-0.078992,-4.513856e-05,1.000000
0.301308,-0.082132,-4.693234e-05,1.000000
0.301358,-0.085271,-4.872601e-05,1.000000
0.301408,-0.088409,-5.051956e-05,1.000000
0.301458,-0.091548,-5.231298e-05,1.000000
0.301508,-0.094686,-5.410627e-05,1.000000
0.301558,-0.097824,-5.589943e-05,1.000000
0.301608,-0.100962,-5.769246e-05,1.000000
0.301658,-0.104099,-5.948534e-05,1.000000
0.301708,-0.107237,-6.127807e-05,1.000000
0.301758,-0.110374,-6.307065e-05,1.000000
0.301808,-0.113510,-6.486308e-05,1.000000
0.301858,-0.116647,-6.665534e-05,1.000000
0.301908,-0.119783,-6.844745e-05,1.000000
0.301958,-0.122919,-7.023938e-05,1.000000
0.302008,-0.126054,-7.203114e-05,1.000000
0.302058,-0.129190,-7.382272e-05,1.000000
0.302108,-0.132325,-7.561412e-05,1.000000
0.302158,-0.135459,-7.740533e-05,1.000000
0.302208,-0.138594,-7.919635e-05,1.000000
0.302258,-0.141728,-8.098718e-05,1.000000
0.302308,-0.144861,-8.277781e-05,1.000000
0.302358,-0.147994,-8.456823e-05,1.000000
0.302408,-0.151127,-8.635844e-05,1.000000
0.302458,-0.154260,-8.814845e-05,1.000000
0.302508,-0.157392,-8.993823e-05,1.000000
0.302558,-0.160524,-9.172779e-05,1.000000
0.302608,-0.163655,-9.351712e-05,1.000000
0.302658,-0.166786,-9.530623e-05,1.000000
0.302708,-0.169916,-9.709510e-05,1.000000
0.302758,-0.173047,-9.888373e-05,1.000000
0.302808,-0.176176,-1.006721e-04,1.000000
0.302858,-0.179305,-1.024603e-04,1.000000
0.302908,-0.182434,-1.042481e-04,1.000000
0.302958,-0.185563,-1.060358e-04,1.000000
0.303008,-0.188690,-1.078231e-04,1.000000
0.303058,-0.191818,-1.096102e-04,1.000000
0.303108,-0.194945,-1.113971e-04,1.000000
0.303158,-0.198071,-1.131836e-04,1.000000
0.303208,-0.201197,-1.149699e-04,1.000000
0.303258,-0.204323,-1.167559e-04,1.000000
0.303308,-0.207448,-1.185416e-04,1.000000
0.303358,-0.210572,-1.203270e-04,1.000000
0.303408,-0.213696,-1.221121e-04,1.000000
0.303458,-0.216820,-1.238969e-04,1.000000
0.303508,-0.219942,-1.256814e-04,1.000000
0.303558,-0.223065,-1.274656e-04,1.000000
0.303608,-0.226187,-1.292495e-04,1.000000
0.303658,-0.229308,-1.310331e-04,1.000000
0.303708,-0.232429,-1.328163e-04,1.000000
0.303758,-0.235549,-1.345992e-04,1.000000
0.303808,-0.238668,-1.363818e-04,1.000000
0.303858,-0.241787,-1.381640e-04,1.000000
0.303908,-0.244905,-1.399459e-04,1.000000
0.303958,-0.248023,-1.417275e-04,1.000000
0.304008,-0.251140,-1.435087e-04,1.000000
0.304058,-0.254257,-1.452896e-04,1.000000
0.304108,-0.257373,-1.470700e-04,1.000000
0.304158,-0.260488,-1.488502e-04,1.000000
0.304208,-0.263602,-1.506299e-04,1.000000
0.304258,-0.266716,-1.524093e-04,1.000000
0.304308,-0.269830,-1.541884e-04,1.000000
0.304358,-0.272942,-1.559670e-04,1.000000
0.304408,-0.276054,-1.577452e-04,1.000000
0.304458,-0.279165,-1.595231e-04,1.000000
0.304508,-0.282276,-1.613006e-04,1.000000
0.304558,-0.285386,-1.630776e-04,1.000000
0.304608,-0.288495,-1.648543e-04,1.000000
0.304658,-0.291604,-1.666306e-04,1.000000
0.304708,-0.294711,-1.684064e-04,1.000000
0.304758,-0.297818,-1.701819e-04,1.000000
0.304808,-0.300925,-1.719569e-04,1.000000
0.304858,-0.304030,-1.737315e-04,1.000000
0.304908,-0.307135,-1.755056e-04,1.000000
0.304958,-0.310239,-1.772794e-04,1.000000
0.305008,-0.313342,-1.790526e-04,1.000000
0.305058,-0.316445,-1.808255e-04,1.000000
0.305108,-0.319546,-1.825979e-04,1.000000
0.305158,-0.322647,-1.843698e-04,1.000000
0.305208,-0.325747,-1.861413e-04,1.000000
0.305258,-0.328847,-1.879124e-04,1.000000
0.305308,-0.331945,-1.896830e-04,1.000000
0.305358,-0.335043,-1.914531e-04,1.000000
0.305408,-0.338140,-1.932227e-04,1.000000
0.305458,-0.341236,-1.949919e-04,1.000000
0.305508,-0.344331,-1.967605e-04,1.000000
0.305558,-0.347425,-1.985287e-04,1.000000
0.305608,-0.350519,-2.002964e-04,1.000000
0.305658,-0.353611,-2.020636e-04,1.000000
0.305708,-0.356703,-2.038303e-04,1.000000
0.305758,-0.359794,-2.055965e-04,1.000000
0.305808,-0.362884,-2.073622e-04,1.000000
0.305858,-0.365973,-2.091274e-04,1.000000
0.305908,-0.369061,-2.108921e-04,1.000000
0.305958,-0.372148,-2.126562e-04,1.000000
0.306008,-0.375235,-2.144199e-04,1.000000
0.306058,-0.378320,-2.161830e-04,1.000000
0.306108,-0.381405,-2.179455e-04,1.000000
0.306158,-0.384488,-2.197076e-04,1.000000
0.306208,-0.387571,-2.214690e-04,1.000000
0.306258,-0.390652,-2.232300e-04,1.000000
0.306308,-0.393733,-2.249904e-04,1.000000
0.306358,-0.396813,-2.267502e-04,1.000000
0.306408,-0.399892,-2.285095e-04,1.000000
0.306458,-0.402969,-2.302682e-04,1.000000
0.306508,-0.406046,-2.320263e-04,1.000000
0.306558,-0.409122,-2.337839e-04,1.000000
0.306608,-0.412197,-2.355409e-04,1.000000
0.306658,-0.415270,-2.372973e-04,1.000000
0.306708,-0.418343,-2.390531e-04,1.000000
0.306758,-0.421415,-2.408083e-04,1.000000
0.306808,-0.424485,-2.425630e-04,1.000000
0.306858,-0.427555,-2.443170e-04,1.000000
0.306908,-0.430623,-2.460704e-04,1.000000
0.306958,-0.433691,-2.478233e-04,1.000000
0.307008,-0.436757,-2.495755e-04,1.000000
0.307058,-0.439822,-2.513271e-04,1.000000
0.307108,-0.442887,-2.530781e-04,1.000000
0.307158,-0.445950,-2.548284e-04,1.000000
0.307208,-0.449012,-2.565782e-04,1.000000
0.307258,-0.452073,-2.583273e-04,1.000000
0.307308,-0.455132,-2.600757e-04,1.000000
0.307358,-0.458191,-2.618235e-04,1.000000
0.307408,-0.461249,-2.635707e-04,1.000000
0.307458,-0.464305,-2.653172e-04,1.000000
0.307508,-0.467360,-2.670631e-04,1.000000
0.307558,-0.470415,-2.688083e-04,1.000000
0.307608,-0.473467,-2.705528e-04,1.000000
0.307658,-0.476519,-2.722967e-04,1.000000
0.307708,-0.479570,-2.740399e-04,1.000000
0.307758,-0.482619,-2.757824e-04,1.000000
0.307808,-0.485668,-2.775243e-04,1.000000
0.307858,-0.488715,-2.792655e-04,1.000000
0.307908,-0.491760,-2.810059e-04,1.000000
0.307958,-0.494805,-2.827457e-04,1.000000
0.308008,-0.497848,-2.844848e-04,1.000000
0.308058,-0.500891,-2.862232e-04,1.000000
0.308108,-0.503931,-2.879608e-04,1.000000
0.308158,-0.506971,-2.896978e-04,1.000000
0.308208,-0.510010,-2.914341e-04,1.000000
0.308258,-0.513047,-2.931696e-04,1.000000
0.308308,-0.516083,-2.949044e-04,1.000000
0.308358,-0.519117,-2.966385e-04,1.000000
0.308408,-0.522151,-2.983718e-04,1.000000
0.308458,-0.525183,-3.001044e-04,1.000000
0.308508,-0.528214,-3.018363e-04,1.000000
0.308558,-0.531243,-3.035674e-04,1.000000
0.308608,-0.534271,-3.052978e-04,1.000000
0.308658,-0.537298,-3.070274e-04,1.000000
0.308708,-0.540323,-3.087563e-04,1.000000
0.308758,-0.543348,-3.104844e-04,1.000000
0.308808,-0.546371,-3.122117e-04,1.000000
0.308858,-0.549392,-3.139383e-04,1.000000
0.308908,-0.552412,-3.156641e-04,1.000000
0.308958,-0.555431,-3.173891e-04,1.000000
0.309008,-0.558448,-3.191133e-04,1.000000
0.309058,-0.561464,-3.208368e-04,1.000000
0.309108,-0.564479,-3.225594e-04,1.000000
0.309158,-0.567492,-3.242813e-04,1.000000
0.309208,-0.570504,-3.260023e-04,1.000000
0.309258,-0.573515,-3.277226e-04,1.000000
0.309308,-0.576524,-3.294420e-04,1.000000
0.309358,-0.579531,-3.311606e-04,1.000000
0.309408,-0.582537,-3.328785e-04,1.000000
0.309458,-0.585542,-3.345954e-04,1.000000
0.309508,-0.588545,-3.363116e-04,1.000000
0.309558,-0.591547,-3.380269e-04,1.000000
0.309608,-0.594548,-3.397414e-04,1.000000
0.309658,-0.597546,-3.414551e-04,1.000000
0.309708,-0.600544,-3.431679e-04,1.000000
0.309758,-0.603540,-3.448799e-04,1.000000
0.309808,-0.606534,-3.465910e-04,1.000000
0.309858,-0.609527,-3.483013e-04,1.000000
0.309908,-0.612519,-3.500107e-04,1.000000
0.309958,-0.615509,-3.517192e-04,1.000000
0.310008,-0.618497,-3.534269e-04,1.000000
0.310058,-0.621484,-3.551337e-04,1.000000
0.310108,-0.624469,-3.568396e-04,1.000000
0.310158,-0.627453,-3.585447e-04,1.000000
0.310208,-0.630435,-3.602489e-04,1.000000
0.310258,-0.633416,-3.619521e-04,1.000000
0.310308,-0.636395,-3.636545e-04,1.000000
0.310358,-0.639373,-3.653560e-04,1.000000
0.310408,-0.642349,-3.670566e-04,1.000000
0.310458,-0.645323,-3.687562e-04,1.000000
0.310508,-0.648296,-3.704550e-04,1.000000
0.310558,-0.651268,-3.721529e-04,1.000000
0.310608,-0.654237,-3.738498e-04,1.000000
0.310658,-0.657205,-3.755458e-04,1.000000
0.310708,-0.660172,-3.772409e-04,1.000000
0.310758,-0.663136,-3.789350e-04,1.000000
0.310808,-0.666099,-3.806283e-04,1.000000
0.310858,-0.669061,-3.823205e-04,1.000000
0.310908,-0.672021,-3.840119e-04,1.000000
0.310958,-0.674979,-3.857023e-04,1.000000
0.311008,-0.677935,-3.873917e-04,1.000000
0.311058,-0.680890,-3.890802e-04,1.000000
0.311108,-0.683843,-3.907677e-04,1.000000
0.311158,-0.686795,-3.924543e-04,1.000000
0.311208,-0.689745,-3.941398e-04,1.000000
0.311258,-0.692693,-3.958245e-04,1.000000
0.311308,-0.695639,-3.975081e-04,1.000000
0.311358,-0.698584,-3.991908e-04,1.000000
0.311408,-0.701527,-4.008724e-04,1.000000
0.311458,-0.704468,-4.025531e-04,1.000000
0.311508,-0.707407,-4.042328e-04,1.000000
0.311558,-0.710345,-4.059115e-04,1.000000
0.311608,-0.713281,-4.075892e-04,1.000000
0.311658,-0.716215,-4.092659e-04,1.000000
0.311708,-0.719148,-4.109415e-04,1.000000
0.311758,-0.722078,-4.126162e-04,1.000000
0.311808,-0.725007,-4.142898e-04,1.000000
0.311858,-0.727934,-4.159625e-04,1.000000
0.311908,-0.730860,-4.176341e-04,1.000000
0.311958,-0.733783,-4.193046e-04,1.000000
0.312008,-0.736705,-4.209742e-04,1.000000
0.312058,-0.739625,-4.226426e-04,1.000000
0.312108,-0.742543,-4.243101e-04,1.000000
0.312158,-0.745459,-4.259765e-04,1.000000
0.312208,-0.748373,-4.276418e-04,1.000000
0.312258,-0.751286,-4.293061e-04,1.000000
0.312308,-0.754196,-4.309694e-04,1.000000
0.312358,-0.757105,-4.326315e-04,1.000000
0.312408,-0.760012,-4.342926e-04,1.000000
0.312458,-0.762917,-4.359527e-04,1.000000
0.312508,-0.765820,-4.376116e-04,1.000000
0.312558,-0.768722,-4.392695e-04,1.000000
0.312608,-0.771621,-4.409263e-04,1.000000
0.312658,-0.774519,-4.425820e-04,1.000000
0.312708,-0.777414,-4.442366e-04,1.000000
0.312758,-0.780308,-4.458901e-04,1.000000
0.312808,-0.783199,-4.475426e-04,1.000000
0.312858,-0.786089,-4.491939e-04,1.000000
0.312908,-0.788977,-4.508441e-04,1.000000
0.312958,-0.791863,-4.524932e-04,1.000000
0.313008,-0.794747,-4.541411e-04,1.000000
0.313058,-0.797629,-4.557880e-04,1.000000
0.313108,-0.800509,-4.574337e-04,1.000000
0.313158,-0.803387,-4.590783e-04,1.000000
0.313208,-0.806263,-4.607218e-04,1.000000
0.313258,-0.809137,-4.623641e-04,1.000000
0.313308,-0.812009,-4.640053e-04,1.000000
0.313358,-0.814879,-4.656454e-04,1.000000
0.313408,-0.817747,-4.672843e-04,1.000000
0.313458,-0.820613,-4.689220e-04,1.000000
0.313508,-0.823478,-4.705586e-04,1.000000
0.313558,-0.826340,-4.721940e-04,1.000000
0.313608,-0.829199,-4.738283e-04,1.000000
0.313658,-0.832057,-4.754614e-04,1.000000
0.313708,-0.834913,-4.770933e-04,1.000000
0.313758,-0.837767,-4.787240e-04,1.000000
0.313808,-0.840619,-4.803536e-04,1.000000
0.313858,-0.843468,-4.819819e-04,1.000000
0.313908,-0.846316,-4.836091e-04,1.000000
0.313958,-0.849161,-4.852351e-04,1.000000
0.314008,-0.852005,-4.769130e-04,0.999935
0.314058,-0.854846,-4.259355e-04,0.999674
0.314108,-0.857685,-3.533348e-04,0.999213
0.314158,-0.860522,-2.823082e-04,0.998551
0.314208,-0.863357,-2.231070e-04,0.997688
0.314258,-0.866190,-1.770473e-04,0.996623
0.314308,-0.869021,-1.420723e-04,0.995356
0.314358,-0.871849,-1.155823e-04,0.993887
0.314408,-0.874676,-9.536466e-05,0.992214
0.314458,-0.877500,-7.974686e-05,0.990339
0.314508,-0.880322,-6.751707e-05,0.988260
0.314558,-0.883142,-5.780802e-05,0.985976
0.314608,-0.885960,-4.999798e-05,0.983488
0.314658,-0.888775,-4.363757e-05,0.980795
0.314708,-0.891588,-3.839836e-05,0.977897
0.314758,-0.894399,-3.403728e-05,0.974793
0.314808,-0.897208,-3.037220e-05,0.971482
0.314858,-0.900015,-2.726488e-05,0.967965
0.314908,-0.902820,-2.460920e-05,0.964241
0.314958,-0.905622,-2.232272e-05,0.960309
0.315008,-0.908422,-2.034074e-05,0.956170
0.315058,-0.911220,-1.861197e-05,0.951822
0.315108,-0.914015,-1.709538e-05,0.947266
0.315158,-0.916808,-1.575782e-05,0.942500
0.315208,-0.919599,-1.457234e-05,0.937525
0.315258,-0.922388,-1.351682e-05,0.932340
0.315308,-0.925175,-1.257302e-05,0.926944
0.315358,-0.927959,-1.172574e-05,0.921338
0.315408,-0.930741,-1.096229e-05,0.915520
0.315458,-0.933520,-1.027198e-05,0.909491
0.315508,-0.936298,-9.645763e-06,0.903249
0.315558,-0.939073,-9.075945e-06,0.896796
0.315608,-0.941845,-8.555950e-06,0.890129
0.315658,-0.944616,-8.080130e-06,0.883249
0.315708,-0.947384,-7.643612e-06,0.876155
0.315758,-0.950149,-7.242176e-06,0.868848
0.315808,-0.952913,-6.872154e-06,0.861325
0.315858,-0.955674,-6.530343e-06,0.853588
0.315908,-0.958432,-6.213937e-06,0.845636
0.315958,-0.961188,-5.920472e-06,0.837468
0.316008,-0.963942,-5.647773e-06,0.829083
0.316058,-0.966694,-5.393919e-06,0.820482
0.316108,-0.969443,-5.157204e-06,0.811664
0.316158,-0.972190,-4.936113e-06,0.802629
0.316208,-0.974934,-4.729461e-06,0.793392
0.316258,-0.977676,-4.537364e-06,0.784018
0.316308,-0.980415,-4.358742e-06,0.774518
0.316358,-0.983152,-4.192327e-06,0.764895
0.316408,-0.985887,-4.036998e-06,0.755155
0.316458,-0.988619,-3.891765e-06,0.745299
0.316508,-0.991349,-3.755746e-06,0.735333
0.316558,-0.994077,-3.628156e-06,0.725260
0.316608,-0.996801,-3.508294e-06,0.715085
0.316658,-0.999524,-3.395532e-06,0.704810
0.316708,-1.002244,-3.289304e-06,0.694440
0.316758,-1.004961,-3.189103e-06,0.683978
0.316808,-1.007676,-3.094468e-06,0.673427
0.316858,-1.010389,-3.004984e-06,0.662792
0.316908,-1.013099,-2.920276e-06,0.652076
